ID,timestamp,X1,X2,X5,X7,X8
2638,11685,23.54,22.9,,22.9,23.22
1384,11685,23.54,22.9,,22.9,23.22
4006,11685,23.54,22.9,,22.9,23.22
5369,11686,23.54,22.9,,22.9,23.22
17,11687,23.54,22.9,,22.9,23.22
1385,11695,23.22,22.58,22.9,22.9,23.22
2639,11695,23.22,22.58,22.9,22.9,23.22
4007,11695,23.22,22.58,22.9,22.9,23.22
5370,11696,23.22,22.58,22.9,22.9,23.22
18,11697,23.22,22.58,22.9,22.9,23.22
4008,11706,22.9,22.58,22.9,22.58,22.9
5371,11706,22.9,22.58,22.9,22.58,22.9
1386,11706,22.9,22.58,22.9,22.58,22.9
2640,11706,22.9,22.58,22.9,22.58,22.9
19,11707,22.9,22.58,22.9,22.58,22.9
4009,11716,,22.58,22.58,22.58,22.9
1387,11716,,22.58,22.58,22.58,22.9
5372,11716,,22.58,22.58,22.58,22.9
2641,11716,,22.58,22.58,22.58,22.9
20,11718,,22.58,22.58,22.58,22.9
2642,11726,22.58,22.25,22.58,22.58,22.9
4010,11726,22.58,22.25,22.58,22.58,22.9
1388,11726,22.58,22.25,22.58,22.58,22.9
5373,11727,22.58,22.25,22.58,22.58,22.9
21,11728,22.58,22.25,22.58,22.58,22.9
1389,11736,22.58,22.25,22.58,22.58,22.58
4011,11736,22.58,22.25,22.58,22.58,22.58
2643,11736,22.58,22.25,22.58,22.58,22.58
5374,11737,22.58,22.25,22.58,22.58,22.58
22,11738,22.58,22.25,22.58,22.58,22.58
1390,11747,22.58,21.93,22.58,22.58,22.9
4012,11747,22.58,21.93,22.58,22.58,22.9
5375,11747,22.58,21.93,22.58,22.58,22.9
2644,11747,22.58,21.93,22.58,22.58,22.9
23,11748,22.58,21.93,22.58,22.58,22.9
1391,11757,22.9,22.25,,22.9,22.25
2645,11757,22.9,22.25,,22.9,22.25
4013,11757,22.9,22.25,,22.9,22.25
5376,11758,22.9,22.25,,22.9,22.25
24,11759,22.9,22.25,,22.9,22.25
4014,11767,23.22,22.58,22.58,22.9,22.58
1392,11767,23.22,22.58,22.58,22.9,22.58
2646,11767,23.22,22.58,22.58,22.9,22.58
5377,11768,23.22,22.58,22.58,22.9,22.58
25,11769,23.22,22.58,22.58,22.9,22.58
4015,11777,23.54,22.9,22.9,22.9,23.22
1393,11777,23.54,22.9,22.9,22.9,23.22
2647,11777,23.54,22.9,22.9,22.9,23.22
5378,11778,23.54,22.9,22.9,22.9,23.22
26,11779,23.54,22.9,22.9,22.9,23.22
4016,11788,23.54,22.9,22.9,22.9,23.22
2648,11788,23.54,22.9,22.9,22.9,23.22
1394,11788,23.54,22.9,22.9,22.9,23.22
5379,11788,23.54,22.9,22.9,22.9,23.22
27,11790,23.54,22.9,22.9,22.9,23.22
2649,11798,23.87,22.25,23.22,22.9,23.22
4017,11798,23.87,22.25,23.22,22.9,23.22
1395,11798,23.87,22.25,23.22,22.9,23.22
5380,11799,23.87,22.25,23.22,22.9,23.22
28,11800,23.87,22.25,23.22,22.9,23.22
2650,11808,23.54,22.9,23.22,22.9,23.22
4018,11808,23.54,22.9,23.22,22.9,23.22
1396,11808,23.54,22.9,23.22,22.9,23.22
5381,11809,23.54,22.9,23.22,22.9,23.22
29,11810,23.54,22.9,23.22,22.9,23.22
1397,11818,23.54,22.9,22.9,23.22,23.22
4019,11818,23.54,22.9,22.9,23.22,23.22
2651,11818,23.54,22.9,22.9,23.22,23.22
5382,11819,23.54,22.9,22.9,23.22,23.22
30,11820,23.54,22.9,22.9,23.22,23.22
1398,11829,23.22,22.58,22.9,22.9,22.9
5383,11829,23.22,22.58,22.9,22.9,22.9
4020,11829,23.22,22.58,22.9,22.9,22.9
2652,11829,23.22,22.58,22.9,22.9,22.9
31,11831,23.22,22.58,22.9,22.9,22.9
4021,11839,23.54,22.58,22.9,,23.22
2653,11839,23.54,22.58,22.9,,23.22
1399,11839,23.54,22.58,22.9,,23.22
5384,11840,23.54,22.58,22.9,,23.22
32,11841,23.54,22.58,22.9,,23.22
2654,11849,23.54,22.58,22.9,23.22,23.54
4022,11849,23.54,22.58,22.9,23.22,23.54
1400,11849,23.54,22.58,22.9,23.22,23.54
5385,11850,23.54,22.58,22.9,23.22,23.54
33,11851,23.54,22.58,22.9,23.22,23.54
2655,11859,23.22,,22.58,22.58,23.22
4023,11859,23.22,,22.58,22.58,23.22
1401,11860,23.22,,22.58,22.58,23.22
5386,11860,23.22,,22.58,22.58,23.22
34,11861,23.22,,22.58,22.58,23.22
4024,11870,22.9,22.25,22.58,23.22,23.22
5387,11870,22.9,22.25,22.58,23.22,23.22
1402,11870,22.9,22.25,22.58,23.22,23.22
2656,11870,22.9,22.25,22.58,23.22,23.22
35,11872,22.9,22.25,22.58,23.22,23.22
2657,11880,22.58,21.93,22.58,22.58,22.25
1403,11880,22.58,21.93,22.58,22.58,22.25
4025,11880,22.58,21.93,22.58,22.58,22.25
5388,11881,22.58,21.93,22.58,22.58,22.25
36,11882,22.58,21.93,22.58,22.58,22.25
1404,11890,22.58,22.25,22.58,22.58,22.58
4026,11890,22.58,22.25,22.58,22.58,22.58
2658,11890,22.58,22.25,22.58,22.58,22.58
5389,11891,22.58,22.25,22.58,22.58,22.58
37,11892,22.58,22.25,22.58,22.58,22.58
2659,11901,22.9,22.25,22.58,22.58,22.9
1405,11901,22.9,22.25,22.58,22.58,22.9
4027,11901,22.9,22.25,22.58,22.58,22.9
5390,11901,22.9,22.25,22.58,22.58,22.9
38,11902,22.9,22.25,22.58,22.58,22.9
2660,11911,22.9,22.58,22.25,22.9,22.9
1406,11911,22.9,22.58,22.25,22.9,22.9
4028,11911,22.9,22.58,22.25,22.9,22.9
5391,11912,22.9,22.58,22.25,22.9,22.9
39,11913,22.9,22.58,22.25,22.9,22.9
2661,11921,23.22,22.58,22.9,22.58,22.9
1407,11921,23.22,22.58,22.9,22.58,22.9
4029,11921,23.22,22.58,22.9,22.58,22.9
5392,11922,23.22,22.58,22.9,22.58,22.9
40,11923,23.22,22.58,22.9,22.58,22.9
4030,11931,23.22,22.58,22.58,22.9,22.9
1408,11931,23.22,22.58,22.58,22.9,22.9
2662,11931,23.22,22.58,22.58,22.9,22.9
5393,11932,23.22,22.58,22.58,22.9,22.9
41,11933,23.22,22.58,22.58,22.9,22.9
4031,11942,23.22,22.25,22.9,22.9,22.58
2663,11942,23.22,22.25,22.9,22.9,22.58
1409,11942,23.22,22.25,22.9,22.9,22.58
5394,11942,23.22,22.25,22.9,22.9,22.58
42,11944,23.22,22.25,22.9,22.9,22.58
1410,11952,22.58,22.58,22.58,22.58,23.22
2664,11952,22.58,22.58,22.58,22.58,23.22
4032,11952,22.58,22.58,22.58,22.58,23.22
5395,11953,22.58,22.58,22.58,22.58,23.22
43,11954,22.58,22.58,22.58,22.58,23.22
2665,11962,22.9,22.25,22.58,22.58,23.22
4033,11962,22.9,22.25,22.58,22.58,23.22
1411,11962,22.9,22.25,22.58,22.58,23.22
5396,11963,22.9,22.25,22.58,22.58,23.22
44,11964,22.9,22.25,22.58,22.58,23.22
4034,11972,22.9,22.25,22.58,22.58,22.9
1412,11972,22.9,22.25,22.58,22.58,22.9
2666,11972,22.9,22.25,22.58,22.58,22.9
5397,11973,22.9,22.25,22.58,22.58,22.9
45,11974,22.9,22.25,22.58,22.58,22.9
2667,11983,22.58,22.25,22.25,,22.9
1413,11983,22.58,22.25,22.25,,22.9
4035,11983,22.58,22.25,22.25,,22.9
5398,11983,22.58,22.25,22.25,,22.9
46,11985,22.58,22.25,22.25,,22.9
1414,11993,22.9,22.25,22.25,22.25,22.58
2668,11993,22.9,22.25,22.25,22.25,22.58
4036,11993,22.9,22.25,22.25,22.25,22.58
5399,11994,22.9,22.25,22.25,22.25,22.58
47,11995,22.9,22.25,22.25,22.25,22.58
2669,12003,23.22,22.58,22.58,22.25,22.58
1415,12003,23.22,22.58,22.58,22.25,22.58
4037,12003,23.22,22.58,22.58,22.25,22.58
5400,12004,23.22,22.58,22.58,22.25,22.58
48,12005,23.22,22.58,22.58,22.25,22.58
4038,12013,23.54,22.9,22.9,23.22,22.58
2670,12013,23.54,22.9,22.9,23.22,22.58
1416,12013,23.54,22.9,22.9,23.22,22.58
5401,12014,23.54,22.9,22.9,23.22,22.58
49,12015,23.54,22.9,22.9,23.22,22.58
4039,12024,23.87,23.22,,22.9,22.9
5402,12024,23.87,23.22,,22.9,22.9
1417,12024,23.87,23.22,,22.9,22.9
2671,12024,23.87,23.22,,22.9,22.9
50,12026,23.87,23.22,,22.9,22.9
1418,12034,24.19,23.22,23.22,22.9,22.9
2672,12034,24.19,23.22,23.22,22.9,22.9
4040,12034,24.19,23.22,23.22,22.9,22.9
5403,12035,24.19,23.22,23.22,22.9,22.9
51,12036,24.19,23.22,23.22,22.9,22.9
1419,12044,24.19,,23.22,23.22,22.9
4041,12044,24.19,,23.22,23.22,22.9
2673,12044,24.19,,23.22,23.22,22.9
5404,12045,24.19,,23.22,23.22,22.9
52,12046,24.19,,23.22,23.22,22.9
4042,12054,24.19,22.9,23.22,23.22,22.9
2674,12054,24.19,22.9,23.22,23.22,22.9
1420,12054,24.19,22.9,23.22,23.22,22.9
5405,12055,24.19,22.9,23.22,23.22,22.9
53,12056,24.19,22.9,23.22,23.22,22.9
1421,12065,23.87,23.22,23.22,22.9,22.9
4043,12065,23.87,23.22,23.22,22.9,22.9
2675,12065,23.87,23.22,23.22,22.9,22.9
5406,12066,23.87,23.22,23.22,22.9,22.9
54,12067,23.87,23.22,23.22,22.9,22.9
4044,12075,23.87,23.22,23.22,22.9,22.9
1422,12075,23.87,23.22,23.22,22.9,22.9
2676,12075,23.87,23.22,23.22,22.9,22.9
5407,12076,23.87,23.22,23.22,22.9,22.9
55,12077,23.87,23.22,23.22,22.9,22.9
1423,12085,23.87,23.22,23.22,22.9,22.9
2677,12085,23.87,23.22,23.22,22.9,22.9
4045,12085,23.87,23.22,23.22,22.9,22.9
5408,12086,23.87,23.22,23.22,22.9,22.9
56,12087,23.87,23.22,23.22,22.9,22.9
1424,12096,23.87,23.22,23.22,22.9,22.9
2678,12096,23.87,23.22,23.22,22.9,22.9
4046,12096,23.87,23.22,23.22,22.9,22.9
5409,12096,23.87,23.22,23.22,22.9,22.9
57,12098,23.87,23.22,23.22,22.9,22.9
4047,12106,23.87,23.22,23.22,22.58,23.22
2679,12106,23.87,23.22,23.22,22.58,23.22
1425,12106,23.87,23.22,23.22,22.58,23.22
5410,12107,23.87,23.22,23.22,22.58,23.22
58,12108,23.87,23.22,23.22,22.58,23.22
4048,12116,23.87,22.9,23.22,22.9,22.9
1426,12116,23.87,22.9,23.22,22.9,22.9
2680,12116,23.87,22.9,23.22,22.9,22.9
5411,12117,23.87,22.9,23.22,22.9,22.9
59,12118,23.87,22.9,23.22,22.9,22.9
2681,12126,23.87,22.9,23.22,22.9,22.9
4049,12126,23.87,22.9,23.22,22.9,22.9
1427,12126,23.87,22.9,23.22,22.9,22.9
5412,12127,23.87,22.9,23.22,22.9,22.9
60,12128,23.87,22.9,23.22,22.9,22.9
1428,12137,23.87,22.9,23.22,,22.9
2682,12137,23.87,22.9,23.22,,22.9
4050,12137,23.87,22.9,23.22,,22.9
5413,12137,23.87,22.9,23.22,,22.9
61,12139,23.87,22.9,23.22,,22.9
4051,12147,23.87,23.22,22.9,22.9,22.9
1429,12147,23.87,23.22,22.9,22.9,22.9
2683,12147,23.87,23.22,22.9,22.9,22.9
5414,12148,23.87,23.22,22.9,22.9,22.9
62,12149,23.87,23.22,22.9,22.9,22.9
2684,12157,23.54,23.22,22.9,22.58,22.9
1430,12157,23.54,23.22,22.9,22.58,22.9
4052,12157,23.54,23.22,22.9,22.58,22.9
5415,12158,23.54,23.22,22.9,22.58,22.9
63,12159,23.54,23.22,22.9,22.58,22.9
4053,12167,23.54,22.9,22.9,22.58,22.58
2685,12167,23.54,22.9,22.9,22.58,22.58
1431,12167,23.54,22.9,22.9,22.58,22.58
5416,12168,23.54,22.9,22.9,22.58,22.58
64,12169,23.54,22.9,22.9,22.58,22.58
1432,12178,23.54,22.9,22.9,22.58,22.9
2686,12178,23.54,22.9,22.9,22.58,22.9
4054,12178,23.54,22.9,22.9,22.58,22.9
5417,12178,23.54,22.9,22.9,22.58,22.9
65,12180,23.54,22.9,22.9,22.58,22.9
1433,12188,23.54,23.22,,22.58,22.9
4055,12188,23.54,23.22,,22.58,22.9
2687,12188,23.54,23.22,,22.58,22.9
5418,12189,23.54,23.22,,22.58,22.9
66,12190,23.54,23.22,,22.58,22.9
2688,12198,23.54,22.9,22.9,22.58,22.9
1434,12198,23.54,22.9,22.9,22.58,22.9
4056,12198,23.54,22.9,22.9,22.58,22.9
5419,12199,23.54,22.9,22.9,22.58,22.9
67,12200,23.54,22.9,22.9,22.58,22.9
1435,12208,23.54,22.58,22.9,22.58,22.9
4057,12208,23.54,22.58,22.9,22.58,22.9
2689,12208,23.54,22.58,22.9,22.58,22.9
5420,12209,23.54,22.58,22.9,22.58,22.9
68,12210,23.54,22.58,22.9,22.58,22.9
4058,12219,23.54,22.9,22.58,22.58,22.58
1436,12219,23.54,22.9,22.58,22.58,22.58
2690,12219,23.54,22.9,22.58,22.58,22.58
5421,12220,23.54,22.9,22.58,22.58,22.58
69,12221,23.54,22.9,22.58,22.58,22.58
4059,12229,23.54,22.58,22.58,22.58,22.58
2691,12229,23.54,22.58,22.58,22.58,22.58
1437,12229,23.54,22.58,22.58,22.58,22.58
5422,12230,23.54,22.58,22.58,22.58,22.58
70,12231,23.54,22.58,22.58,22.58,22.58
4060,12239,23.22,22.58,22.58,22.58,22.58
1438,12239,23.22,22.58,22.58,22.58,22.58
2692,12239,23.22,22.58,22.58,22.58,22.58
5423,12240,23.22,22.58,22.58,22.58,22.58
71,12241,23.22,22.58,22.58,22.58,22.58
4061,12249,23.22,22.58,22.58,22.25,22.58
2693,12249,23.22,22.58,22.58,22.25,22.58
1439,12249,23.22,22.58,22.58,22.25,22.58
5424,12250,23.22,22.58,22.58,22.25,22.58
72,12252,23.22,22.58,22.58,22.25,22.58
2694,12260,23.22,22.58,22.58,22.58,22.58
1440,12260,23.22,22.58,22.58,22.58,22.58
4062,12260,23.22,22.58,22.58,22.58,22.58
5425,12261,23.22,22.58,22.58,22.58,22.58
73,12262,23.22,22.58,22.58,22.58,22.58
4063,12270,23.22,22.58,22.58,22.25,22.58
1441,12270,23.22,22.58,22.58,22.25,22.58
2695,12270,23.22,22.58,22.58,22.25,22.58
5426,12271,23.22,22.58,22.58,22.25,22.58
74,12272,23.22,22.58,22.58,22.25,22.58
4064,12280,23.22,22.25,22.58,21.93,22.58
2696,12280,23.22,22.25,22.58,21.93,22.58
1442,12280,23.22,22.25,22.58,21.93,22.58
5427,12281,23.22,22.25,22.58,21.93,22.58
75,12282,23.22,22.25,22.58,21.93,22.58
1443,12290,23.22,22.25,22.58,22.25,22.25
4065,12290,23.22,22.25,22.58,22.25,22.25
2697,12290,23.22,22.25,22.58,22.25,22.25
5428,12291,23.22,22.25,22.58,22.25,22.25
76,12293,23.22,22.25,22.58,22.25,22.25
2698,12301,23.22,22.25,22.25,22.25,22.58
1444,12301,23.22,22.25,22.25,22.25,22.58
4066,12301,23.22,22.25,22.25,22.25,22.58
5429,12302,23.22,22.25,22.25,22.25,22.58
77,12303,23.22,22.25,22.25,22.25,22.58
1445,12311,23.22,22.25,22.25,22.25,22.58
2699,12311,23.22,22.25,22.25,22.25,22.58
4067,12311,23.22,22.25,22.25,22.25,22.58
5430,12312,23.22,22.25,22.25,22.25,22.58
78,12313,23.22,22.25,22.25,22.25,22.58
1446,12321,23.22,22.25,22.25,22.25,
2700,12321,23.22,22.25,22.25,22.25,
4068,12321,23.22,22.25,22.25,22.25,
5431,12322,23.22,22.25,22.25,22.25,
79,12323,23.22,22.25,22.25,22.25,
5432,12332,23.22,22.25,22.25,22.25,
2701,12332,23.22,22.25,22.25,22.25,
4069,12332,23.22,22.25,22.25,22.25,
1447,12332,23.22,22.25,22.25,22.25,
80,12334,23.22,22.25,22.25,22.25,
2702,12342,23.22,22.25,22.25,22.25,22.25
4070,12342,23.22,22.25,22.25,22.25,22.25
1448,12342,23.22,22.25,22.25,22.25,22.25
5433,12343,23.22,22.25,22.25,22.25,22.25
81,12344,23.22,22.25,22.25,22.25,22.25
4071,12352,23.22,22.25,22.25,22.25,21.93
1449,12352,23.22,22.25,22.25,22.25,21.93
2703,12352,23.22,22.25,22.25,22.25,21.93
5434,12353,23.22,22.25,22.25,22.25,21.93
82,12354,23.22,22.25,22.25,22.25,21.93
4072,12362,22.9,22.25,22.25,21.93,22.25
2704,12362,22.9,22.25,22.25,21.93,22.25
1450,12362,22.9,22.25,22.25,21.93,22.25
5435,12363,22.9,22.25,22.25,21.93,22.25
83,12364,22.9,22.25,22.25,21.93,22.25
1451,12373,22.9,22.25,22.25,21.93,22.25
4073,12373,22.9,22.25,22.25,21.93,22.25
2705,12373,22.9,22.25,22.25,21.93,22.25
5436,12374,22.9,22.25,22.25,21.93,22.25
84,12375,22.9,22.25,22.25,21.93,22.25
4074,12383,22.9,22.25,21.93,22.25,22.25
1452,12383,22.9,22.25,21.93,22.25,22.25
2706,12383,22.9,22.25,21.93,22.25,22.25
5437,12384,22.9,22.25,21.93,22.25,22.25
85,12385,22.9,22.25,21.93,22.25,22.25
1453,12393,22.9,22.25,22.25,21.93,22.25
2707,12393,22.9,22.25,22.25,21.93,22.25
4075,12393,22.9,22.25,22.25,21.93,22.25
5438,12394,22.9,22.25,22.25,21.93,22.25
86,12395,22.9,22.25,22.25,21.93,22.25
2708,12403,22.9,22.25,22.25,21.93,22.25
4076,12403,22.9,22.25,22.25,21.93,22.25
1454,12403,22.9,22.25,22.25,21.93,22.25
5439,12404,22.9,22.25,22.25,21.93,22.25
87,12406,22.9,22.25,22.25,21.93,22.25
2709,12414,22.9,22.25,22.25,22.25,22.25
4077,12414,22.9,22.25,22.25,22.25,22.25
1455,12414,22.9,22.25,22.25,22.25,22.25
5440,12415,22.9,22.25,22.25,22.25,22.25
88,12416,22.9,22.25,22.25,22.25,22.25
1456,12424,22.9,21.93,22.25,22.25,22.25
4078,12424,22.9,21.93,22.25,22.25,22.25
2710,12424,22.9,21.93,22.25,22.25,22.25
5441,12425,22.9,21.93,22.25,22.25,22.25
89,12426,22.9,21.93,22.25,22.25,22.25
1457,12434,22.9,21.93,22.25,21.93,22.25
2711,12434,22.9,21.93,22.25,21.93,22.25
4079,12434,22.9,21.93,22.25,21.93,22.25
5442,12435,22.9,21.93,22.25,21.93,22.25
90,12436,22.9,21.93,22.25,21.93,22.25
2712,12444,22.9,21.93,22.25,21.93,21.93
1458,12444,22.9,21.93,22.25,21.93,21.93
4080,12444,22.9,21.93,22.25,21.93,21.93
5443,12445,22.9,21.93,22.25,21.93,21.93
91,12447,22.9,21.93,22.25,21.93,21.93
2713,12455,22.9,21.93,22.25,21.93,22.25
1459,12455,22.9,21.93,22.25,21.93,22.25
4081,12455,22.9,21.93,22.25,21.93,22.25
5444,12456,22.9,21.93,22.25,21.93,22.25
92,12457,22.9,21.93,22.25,21.93,22.25
4082,12465,22.9,21.93,22.25,21.93,22.25
2714,12465,22.9,21.93,22.25,21.93,22.25
1460,12465,22.9,21.93,22.25,21.93,22.25
5445,12466,22.9,21.93,22.25,21.93,22.25
93,12467,22.9,21.93,22.25,21.93,22.25
1461,12475,22.9,21.93,21.93,21.93,22.25
4083,12475,22.9,21.93,21.93,21.93,22.25
2715,12475,22.9,21.93,21.93,21.93,22.25
5446,12476,22.9,21.93,21.93,21.93,22.25
94,12477,22.9,21.93,21.93,21.93,22.25
1462,12485,22.9,22.25,21.93,21.93,21.93
4084,12485,22.9,22.25,21.93,21.93,21.93
2716,12485,22.9,22.25,21.93,21.93,21.93
5447,12486,22.9,22.25,21.93,21.93,21.93
95,12488,22.9,22.25,21.93,21.93,21.93
4085,12496,22.9,21.93,22.25,21.93,22.25
2717,12496,22.9,21.93,22.25,21.93,22.25
1463,12496,22.9,21.93,22.25,21.93,22.25
5448,12497,22.9,21.93,22.25,21.93,22.25
96,12498,22.9,21.93,22.25,21.93,22.25
1464,12506,22.9,21.93,22.25,22.25,22.25
4086,12506,22.9,21.93,22.25,22.25,22.25
2718,12506,22.9,21.93,22.25,22.25,22.25
5449,12507,22.9,21.93,22.25,22.25,22.25
97,12508,22.9,21.93,22.25,22.25,22.25
2719,12516,22.9,21.93,22.25,21.93,22.25
1465,12516,22.9,21.93,22.25,21.93,22.25
4087,12516,22.9,21.93,22.25,21.93,22.25
5450,12517,22.9,21.93,22.25,21.93,22.25
98,12518,22.9,21.93,22.25,21.93,22.25
4088,12526,22.9,21.93,22.25,21.93,22.25
1466,12526,22.9,21.93,22.25,21.93,22.25
2720,12526,22.9,21.93,22.25,21.93,22.25
5451,12528,22.9,21.93,22.25,21.93,22.25
99,12529,22.9,21.93,22.25,21.93,22.25
4089,12537,22.9,21.93,22.25,,22.25
2721,12537,22.9,21.93,22.25,,22.25
1467,12537,22.9,21.93,22.25,,22.25
5452,12538,22.9,21.93,22.25,,22.25
100,12539,22.9,21.93,22.25,,22.25
1468,12547,22.9,21.93,22.25,21.93,
2722,12547,22.9,21.93,22.25,21.93,
4090,12547,22.9,21.93,22.25,21.93,
5453,12548,22.9,21.93,22.25,21.93,
101,12549,22.9,21.93,22.25,21.93,
2723,12557,22.9,22.25,22.25,21.93,21.93
1469,12557,22.9,22.25,22.25,21.93,21.93
4091,12557,22.9,22.25,22.25,21.93,21.93
5454,12558,22.9,22.25,22.25,21.93,21.93
102,12560,22.9,22.25,22.25,21.93,21.93
1470,12568,22.9,21.93,21.93,21.93,22.25
2724,12568,22.9,21.93,21.93,21.93,22.25
4092,12568,22.9,21.93,21.93,21.93,22.25
5455,12569,22.9,21.93,21.93,21.93,22.25
103,12570,22.9,21.93,21.93,21.93,22.25
2725,12578,22.58,21.93,21.93,21.93,21.93
4093,12578,22.58,21.93,21.93,21.93,21.93
1471,12578,22.58,21.93,21.93,21.93,21.93
5456,12579,22.58,21.93,21.93,21.93,21.93
104,12580,22.58,21.93,21.93,21.93,21.93
4094,12588,22.9,21.93,21.93,21.93,22.25
2726,12588,22.9,21.93,21.93,21.93,22.25
1472,12588,22.9,21.93,21.93,21.93,22.25
5457,12589,22.9,21.93,21.93,21.93,22.25
105,12590,22.9,21.93,21.93,21.93,22.25
2727,12598,22.58,21.93,21.93,21.93,21.93
1473,12598,22.58,21.93,21.93,21.93,21.93
4095,12598,22.58,21.93,21.93,21.93,21.93
5458,12599,22.58,21.93,21.93,21.93,21.93
106,12601,22.58,21.93,21.93,21.93,21.93
2728,12609,22.9,21.93,,21.93,21.93
4096,12609,22.9,21.93,,21.93,21.93
1474,12609,22.9,21.93,,21.93,21.93
5459,12610,22.9,21.93,,21.93,21.93
107,12611,22.9,21.93,,21.93,21.93
4097,12619,22.58,21.93,21.93,21.93,21.93
1475,12619,22.58,21.93,21.93,21.93,21.93
2729,12619,22.58,21.93,21.93,21.93,21.93
5460,12620,22.58,21.93,21.93,21.93,21.93
108,12621,22.58,21.93,21.93,21.93,21.93
4098,12629,22.58,21.93,21.93,21.93,
1476,12629,22.58,21.93,21.93,21.93,
2730,12629,22.58,21.93,21.93,21.93,
5461,12630,22.58,21.93,21.93,21.93,
109,12631,22.58,21.93,21.93,21.93,
1477,12639,22.58,21.93,21.93,21.93,
2731,12639,22.58,21.93,21.93,21.93,
4099,12639,22.58,21.93,21.93,21.93,
5462,12640,22.58,21.93,21.93,21.93,
110,12642,22.58,21.93,21.93,21.93,
2732,12650,22.58,21.93,21.93,21.61,21.93
