ID,timestamp,temperature,humidity,timediff
3990,2014-12-09 00:01:00,23.22,36.15,0
3991,2014-12-09 00:11:00,22.9,36.31,10
3992,2014-12-09 00:21:00,22.58,35.99,10
3994,2014-12-09 00:42:00,22.9,36.15,10
3995,2014-12-09 00:52:00,23.22,35.99,10
3996,2014-12-09 01:02:00,23.22,35.99,10
3997,2014-12-09 01:13:00,22.9,35.84,11
3999,2014-12-09 01:33:00,23.22,35.84,10
4000,2014-12-09 01:43:00,23.22,36.15,10
4001,2014-12-09 01:54:00,23.22,36.15,11
4002,2014-12-09 02:04:00,23.22,36.15,10
4004,2014-12-09 02:25:00,23.22,,11
4005,2014-12-09 02:35:00,22.58,35.99,10
4006,2014-12-09 02:45:00,22.9,36.15,10
4007,2014-12-09 02:55:00,22.9,35.99,10
4008,2014-12-09 03:06:00,22.58,36.62,11
4009,2014-12-09 03:16:00,22.58,36.78,10
4010,2014-12-09 03:26:00,22.58,36.62,10
4011,2014-12-09 03:36:00,22.58,36.47,10
4012,2014-12-09 03:47:00,22.58,36.62,11
4013,2014-12-09 03:57:00,22.9,36.78,10
4014,2014-12-09 04:07:00,22.9,36.62,10
4015,2014-12-09 04:17:00,22.9,36.62,10
4016,2014-12-09 04:28:00,22.9,36.62,11
4017,2014-12-09 04:38:00,22.9,36.31,10
4018,2014-12-09 04:48:00,22.9,36.15,10
4019,2014-12-09 04:58:00,23.22,36.62,10
4020,2014-12-09 05:09:00,22.9,36.94,11
4022,2014-12-09 05:29:00,23.22,36.31,10
4023,2014-12-09 05:39:00,22.58,37.1,10
4024,2014-12-09 05:50:00,23.22,37.41,11
4025,2014-12-09 06:00:00,22.58,37.25,10
4026,2014-12-09 06:10:00,22.58,,10
4027,2014-12-09 06:21:00,22.58,37.25,11
4028,2014-12-09 06:31:00,22.9,37.73,10
4029,2014-12-09 06:41:00,22.58,37.25,10
4030,2014-12-09 06:51:00,22.9,37.41,10
4031,2014-12-09 07:02:00,22.9,37.41,11
4032,2014-12-09 07:12:00,22.58,37.57,10
4033,2014-12-09 07:22:00,22.58,38.04,10
4034,2014-12-09 07:32:00,22.58,38.2,10
4036,2014-12-09 07:53:00,22.25,38.04,10
4037,2014-12-09 08:03:00,22.25,37.73,10
4038,2014-12-09 08:13:00,23.22,37.1,10
4039,2014-12-09 08:24:00,22.9,37.1,11
4040,2014-12-09 08:34:00,22.9,36.78,10
4041,2014-12-09 08:44:00,23.22,36.62,10
4042,2014-12-09 08:54:00,23.22,36.15,10
4043,2014-12-09 09:05:00,22.9,36.47,11
4045,2014-12-09 09:25:00,22.9,36.62,10
4046,2014-12-09 09:36:00,22.9,36.78,11
4047,2014-12-09 09:46:00,22.58,36.47,10
4048,2014-12-09 09:56:00,22.9,36.31,10
4049,2014-12-09 10:06:00,22.9,36.31,10
4052,2014-12-09 10:37:00,22.58,36.78,10
4053,2014-12-09 10:47:00,22.58,36.31,10
4054,2014-12-09 10:58:00,22.58,36.62,11
4055,2014-12-09 11:08:00,22.58,36.78,10
4056,2014-12-09 11:18:00,22.58,36.15,10
4057,2014-12-09 11:28:00,22.58,36.31,10
4058,2014-12-09 11:39:00,22.58,36.31,11
4059,2014-12-09 11:49:00,22.58,36.47,10
4060,2014-12-09 11:59:00,22.58,36.31,10
4061,2014-12-09 12:09:00,22.25,36.31,10
4062,2014-12-09 12:20:00,22.58,36.47,11
4063,2014-12-09 12:30:00,22.25,36.31,10
4065,2014-12-09 12:50:00,22.25,36.47,10
4066,2014-12-09 13:01:00,22.25,36.15,11
4067,2014-12-09 13:11:00,22.25,,10
4068,2014-12-09 13:21:00,22.25,36.78,10
4069,2014-12-09 13:32:00,22.25,36.62,11
4070,2014-12-09 13:42:00,22.25,36.47,10
4071,2014-12-09 13:52:00,22.25,36.47,10
4072,2014-12-09 14:02:00,21.93,36.47,10
4073,2014-12-09 14:13:00,21.93,36.31,11
4074,2014-12-09 14:23:00,22.25,36.47,10
4075,2014-12-09 14:33:00,21.93,36.47,10
4076,2014-12-09 14:43:00,21.93,36.47,10
4077,2014-12-09 14:54:00,22.25,36.78,11
4078,2014-12-09 15:04:00,22.25,36.78,10
4079,2014-12-09 15:14:00,21.93,36.78,10
4080,2014-12-09 15:24:00,21.93,36.62,10
4081,2014-12-09 15:35:00,,36.47,11
4082,2014-12-09 15:45:00,21.93,36.62,10
4083,2014-12-09 15:55:00,21.93,36.94,10
4084,2014-12-09 16:05:00,21.93,36.47,10
4085,2014-12-09 16:16:00,21.93,36.78,11
4086,2014-12-09 16:26:00,22.25,36.62,10
4087,2014-12-09 16:36:00,21.93,36.78,10
4088,2014-12-09 16:46:00,21.93,36.94,10
4090,2014-12-09 17:07:00,21.93,36.78,10
4091,2014-12-09 17:17:00,21.93,36.78,10
4092,2014-12-09 17:28:00,21.93,36.78,11
4093,2014-12-09 17:38:00,21.93,36.47,10
4094,2014-12-09 17:48:00,21.93,36.78,10
4095,2014-12-09 17:58:00,21.93,36.78,10
4097,2014-12-09 18:19:00,21.93,36.94,10
4098,2014-12-09 18:29:00,21.93,36.94,10
4099,2014-12-09 18:39:00,21.93,36.78,10
4100,2014-12-09 18:50:00,21.61,36.78,11
4101,2014-12-09 19:00:00,21.93,36.94,10
4102,2014-12-09 19:10:00,21.61,36.62,10
4103,2014-12-09 19:20:00,21.61,36.94,10
4104,2014-12-09 19:31:00,21.61,36.94,11
4105,2014-12-09 19:41:00,21.61,36.62,10
4106,2014-12-09 19:51:00,21.61,36.94,10
4107,2014-12-09 20:01:00,21.61,36.47,10
4108,2014-12-09 20:12:00,21.93,36.62,11
4109,2014-12-09 20:22:00,21.93,36.78,10
4110,2014-12-09 20:32:00,21.93,36.62,10
4111,2014-12-09 20:42:00,21.93,36.94,10
4112,2014-12-09 20:53:00,,36.47,11
4113,2014-12-09 21:03:00,21.93,,10
4114,2014-12-09 21:13:00,21.93,36.94,10
4115,2014-12-09 21:24:00,22.25,36.62,11
4116,2014-12-09 21:34:00,22.58,36.62,10
4117,2014-12-09 21:44:00,22.58,36.78,10
4118,2014-12-09 21:54:00,22.58,36.47,10
4119,2014-12-09 22:05:00,22.9,36.47,11
4120,2014-12-09 22:15:00,22.9,36.47,10
4121,2014-12-09 22:25:00,22.9,36.47,10
4122,2014-12-09 22:35:00,22.9,36.62,10
4123,2014-12-09 22:46:00,22.9,36.47,11
4124,2014-12-09 22:56:00,23.22,36.31,10
4125,2014-12-09 23:06:00,23.22,36.62,10
4126,2014-12-09 23:16:00,23.22,,10
4127,2014-12-09 23:27:00,23.22,36.94,11
4128,2014-12-09 23:37:00,23.22,37.25,10
4129,2014-12-09 23:47:00,23.22,37.1,10
4130,2014-12-10 01:50:00,23.22,37.41,123
4132,2014-12-10 02:11:00,23.22,38.04,10
4133,2014-12-10 02:21:00,22.9,38.52,10
4134,2014-12-10 02:31:00,23.22,38.52,10
4135,2014-12-10 08:45:00,23.54,40.72,374
4136,2014-12-10 08:55:00,23.87,40.57,10
4137,2014-12-10 09:06:00,23.87,40.88,11
4138,2014-12-10 09:16:00,23.87,40.72,10
4139,2014-12-10 09:26:00,23.54,40.57,10
4140,2014-12-10 09:36:00,23.87,40.41,10
4141,2014-12-10 09:47:00,23.87,40.72,11
4142,2014-12-10 09:57:00,23.54,40.72,10
4143,2014-12-10 10:07:00,23.54,40.72,10
4144,2014-12-10 10:17:00,23.54,40.41,10
4145,2014-12-10 10:28:00,23.54,40.57,11
4146,2014-12-10 10:38:00,23.54,40.41,10
4147,2014-12-10 10:48:00,23.54,40.25,10
4148,2014-12-10 10:59:00,23.54,40.41,11
4150,2014-12-10 11:19:00,23.54,40.57,10
4151,2014-12-10 11:29:00,23.54,40.88,10
4152,2014-12-10 11:40:00,23.22,41.04,11
4153,2014-12-10 11:50:00,23.22,40.88,10
4154,2014-12-10 12:00:00,23.22,41.04,10
4155,2014-12-10 12:10:00,22.9,,10
4156,2014-12-10 12:21:00,22.9,41.35,11
4157,2014-12-10 12:31:00,22.9,41.2,10
4158,2014-12-10 12:41:00,22.9,41.51,10
4159,2014-12-10 12:51:00,22.9,41.67,10
4160,2014-12-10 13:02:00,22.58,41.51,11
4161,2014-12-10 13:12:00,22.9,41.51,10
4162,2014-12-10 13:22:00,22.58,41.51,10
4163,2014-12-10 13:32:00,22.58,41.83,10
4164,2014-12-10 13:43:00,22.58,41.51,11
4165,2014-12-10 13:53:00,22.58,41.83,10
4166,2014-12-10 14:03:00,,41.83,10
4167,2014-12-10 14:14:00,22.58,41.67,11
4168,2014-12-10 14:24:00,22.58,41.67,10
4169,2014-12-10 14:34:00,22.58,41.51,10
4170,2014-12-10 14:44:00,22.58,41.83,10
4172,2014-12-10 15:05:00,22.25,41.67,10
4173,2014-12-10 15:15:00,22.58,41.83,10
4174,2014-12-10 15:25:00,22.25,41.67,10
4175,2014-12-10 15:36:00,22.25,41.67,11
4176,2014-12-10 15:46:00,22.25,41.98,10
4178,2014-12-10 16:06:00,22.25,41.98,10
4179,2014-12-10 16:17:00,22.25,41.98,11
4180,2014-12-10 16:27:00,22.25,41.98,10
4181,2014-12-10 16:37:00,22.25,41.67,10
4182,2014-12-10 16:48:00,22.25,41.67,11
4183,2014-12-10 16:58:00,22.25,41.83,10
4185,2014-12-10 17:18:00,22.25,41.98,10
4186,2014-12-10 17:29:00,21.93,42.14,11
4187,2014-12-10 17:39:00,21.93,41.83,10
4188,2014-12-10 17:49:00,22.25,41.83,10
4189,2014-12-10 17:59:00,22.25,41.83,10
4190,2014-12-10 18:10:00,22.25,41.83,11
4191,2014-12-10 18:20:00,21.93,42.3,10
4192,2014-12-10 18:30:00,22.25,42.14,10
4193,2014-12-10 18:40:00,22.25,41.83,10
4194,2014-12-10 18:51:00,21.93,41.98,11
4195,2014-12-10 19:01:00,21.93,42.3,10
4196,2014-12-10 19:11:00,21.93,41.83,10
4197,2014-12-10 19:22:00,21.93,42.3,11
4198,2014-12-10 19:32:00,21.93,,10
4199,2014-12-10 19:42:00,22.25,41.98,10
4200,2014-12-10 19:52:00,22.25,41.98,10
4201,2014-12-10 20:03:00,22.25,41.83,11
4202,2014-12-10 20:13:00,22.25,41.83,10
4203,2014-12-10 20:23:00,22.25,42.3,10
4204,2014-12-10 20:33:00,21.93,41.98,10
4205,2014-12-10 20:44:00,22.25,42.14,11
4206,2014-12-10 20:54:00,22.25,41.83,10
4207,2014-12-10 21:04:00,21.93,41.98,10
4209,2014-12-10 21:25:00,22.25,41.35,10
4210,2014-12-10 21:35:00,22.25,41.67,10
4211,2014-12-10 21:45:00,22.58,41.2,10
4212,2014-12-10 21:56:00,22.9,41.35,11
4213,2014-12-10 22:06:00,22.58,41.2,10
4214,2014-12-15 01:46:00,21.61,44.82,5980
4215,2014-12-15 01:56:00,21.61,44.51,10
4216,2014-12-16 03:16:00,32.25,10.92,1520
4218,2014-12-16 03:46:00,31.29,12.97,10
4219,2014-12-16 04:38:00,30.0,11.4,52
4220,2014-12-16 04:48:00,29.67,10.45,10
4221,2014-12-16 04:58:00,29.35,10.14,10
4222,2014-12-16 05:09:00,29.35,10.14,11
4223,2014-12-16 05:19:00,28.38,9.98,10
4224,2014-12-16 05:29:00,28.06,10.92,10
4225,2014-12-16 05:39:00,27.74,11.24,10
4226,2014-12-16 05:50:00,21.29,39.62,11
4228,2014-12-16 06:10:00,20.96,39.46,10
4229,2014-12-16 06:20:00,20.64,42.3,10
4230,2014-12-16 06:31:00,19.67,43.56,11
4231,2014-12-16 06:41:00,20.0,,10
4232,2014-12-16 06:51:00,20.0,34.57,10
4233,2014-12-16 07:01:00,20.96,34.57,10
4234,2014-12-16 07:12:00,20.0,37.41,11
4235,2014-12-16 07:22:00,18.7,41.67,10
4236,2014-12-16 07:32:00,18.38,36.31,10
4237,2014-12-16 07:43:00,18.38,35.36,11
4238,2014-12-16 07:53:00,18.38,36.62,10
4239,2014-12-16 08:03:00,16.45,39.15,10
4240,2014-12-16 08:13:00,16.45,40.41,10
4241,2014-12-16 08:24:00,16.77,36.31,11
