ID,timestamp,temperature,humidity,timediff
1368,2014-12-09 00:01:00,23.54,30.63,0
1369,2014-12-09 00:11:00,23.54,31.11,10
1370,2014-12-09 00:21:00,23.54,30.63,10
1371,2014-12-09 00:32:00,23.54,30.79,11
1372,2014-12-09 00:42:00,22.9,30.63,10
1373,2014-12-09 00:52:00,23.22,30.63,10
1374,2014-12-09 01:02:00,23.54,30.32,10
1375,2014-12-09 01:13:00,23.54,30.47,11
1376,2014-12-09 01:23:00,,30.79,10
1377,2014-12-09 01:33:00,23.54,30.63,10
1378,2014-12-09 01:43:00,23.22,30.95,10
1379,2014-12-09 01:54:00,23.22,30.79,11
1380,2014-12-09 02:04:00,23.54,30.79,10
1381,2014-12-09 02:14:00,23.22,,10
1382,2014-12-09 02:25:00,23.22,30.79,11
1383,2014-12-09 02:35:00,23.22,30.79,10
1384,2014-12-09 02:45:00,22.9,30.95,10
1385,2014-12-09 02:55:00,22.58,30.95,10
1386,2014-12-09 03:06:00,22.58,31.42,11
1387,2014-12-09 03:16:00,22.58,31.58,10
1388,2014-12-09 03:26:00,22.25,31.58,10
1390,2014-12-09 03:47:00,21.93,31.74,11
1391,2014-12-09 03:57:00,22.25,31.89,10
1392,2014-12-09 04:07:00,,32.05,10
1393,2014-12-09 04:17:00,22.9,32.21,10
1394,2014-12-09 04:28:00,22.9,32.05,11
1395,2014-12-09 04:38:00,22.25,31.58,10
1396,2014-12-09 04:48:00,22.9,32.05,10
1397,2014-12-09 04:58:00,22.9,31.58,10
1398,2014-12-09 05:09:00,22.58,32.21,11
1399,2014-12-09 05:19:00,22.58,31.74,10
1400,2014-12-09 05:29:00,22.58,31.58,10
1402,2014-12-09 05:50:00,22.25,32.21,10
1403,2014-12-09 06:00:00,21.93,32.37,10
1404,2014-12-09 06:10:00,22.25,32.52,10
1405,2014-12-09 06:21:00,22.25,32.37,11
1406,2014-12-09 06:31:00,22.58,33.0,10
1407,2014-12-09 06:41:00,22.58,32.37,10
1408,2014-12-09 06:51:00,22.58,32.21,10
1409,2014-12-09 07:02:00,22.25,32.68,11
1410,2014-12-09 07:12:00,22.58,32.84,10
1411,2014-12-09 07:22:00,22.25,33.15,10
1412,2014-12-09 07:32:00,22.25,33.15,10
1413,2014-12-09 07:43:00,22.25,,11
1414,2014-12-09 07:53:00,22.25,33.15,10
1415,2014-12-09 08:03:00,22.58,32.84,10
1416,2014-12-09 08:13:00,22.9,32.05,10
1417,2014-12-09 08:24:00,23.22,31.74,11
1418,2014-12-09 08:34:00,23.22,,10
1420,2014-12-09 08:54:00,22.9,31.42,10
1421,2014-12-09 09:05:00,23.22,31.26,11
1422,2014-12-09 09:15:00,23.22,31.58,10
1423,2014-12-09 09:25:00,23.22,31.42,10
1424,2014-12-09 09:36:00,23.22,31.42,11
1425,2014-12-09 09:46:00,23.22,31.74,10
1426,2014-12-09 09:56:00,22.9,31.74,10
1427,2014-12-09 10:06:00,22.9,31.74,10
1428,2014-12-09 10:17:00,22.9,31.26,11
1429,2014-12-09 10:27:00,23.22,31.58,10
1430,2014-12-09 10:37:00,23.22,31.42,10
1431,2014-12-09 10:47:00,22.9,31.42,10
1432,2014-12-09 10:58:00,22.9,31.74,11
1435,2014-12-09 11:28:00,22.58,31.58,10
1436,2014-12-09 11:39:00,22.9,31.58,11
1437,2014-12-09 11:49:00,22.58,31.58,10
1438,2014-12-09 11:59:00,22.58,31.42,10
1439,2014-12-09 12:09:00,22.58,31.74,10
1440,2014-12-09 12:20:00,22.58,31.42,11
1441,2014-12-09 12:30:00,22.58,31.26,10
1443,2014-12-09 12:50:00,22.25,31.42,10
1444,2014-12-09 13:01:00,22.25,31.42,11
1445,2014-12-09 13:11:00,22.25,31.42,10
1446,2014-12-09 13:21:00,22.25,31.26,10
1447,2014-12-09 13:32:00,,31.74,11
1448,2014-12-09 13:42:00,22.25,31.58,10
1450,2014-12-09 14:02:00,22.25,31.58,10
1451,2014-12-09 14:13:00,22.25,31.58,11
1452,2014-12-09 14:23:00,22.25,31.58,10
1453,2014-12-09 14:33:00,22.25,31.58,10
1454,2014-12-09 14:43:00,22.25,31.58,10
1455,2014-12-09 14:54:00,22.25,31.74,11
1456,2014-12-09 15:04:00,21.93,,10
1457,2014-12-09 15:14:00,21.93,31.26,10
1458,2014-12-09 15:24:00,21.93,31.58,10
1459,2014-12-09 15:35:00,21.93,31.58,11
1460,2014-12-09 15:45:00,21.93,31.26,10
1461,2014-12-09 15:55:00,21.93,31.26,10
1462,2014-12-09 16:05:00,22.25,31.11,10
1463,2014-12-09 16:16:00,21.93,31.74,11
1464,2014-12-09 16:26:00,21.93,31.42,10
1465,2014-12-09 16:36:00,21.93,31.58,10
1466,2014-12-09 16:46:00,21.93,31.26,10
1467,2014-12-09 16:57:00,21.93,31.58,11
1468,2014-12-09 17:07:00,21.93,31.58,10
1469,2014-12-09 17:17:00,22.25,31.58,10
1470,2014-12-09 17:28:00,21.93,31.42,11
1471,2014-12-09 17:38:00,21.93,31.58,10
1472,2014-12-09 17:48:00,21.93,31.42,10
1473,2014-12-09 17:58:00,21.93,31.42,10
1474,2014-12-09 18:09:00,21.93,31.74,11
1475,2014-12-09 18:19:00,21.93,32.05,10
1476,2014-12-09 18:29:00,21.93,,10
1477,2014-12-09 18:39:00,21.93,31.74,10
1478,2014-12-09 18:50:00,21.93,31.42,11
1479,2014-12-09 19:00:00,21.93,31.74,10
1480,2014-12-09 19:10:00,21.61,31.26,10
1481,2014-12-09 19:20:00,21.93,31.58,10
1482,2014-12-09 19:31:00,21.93,31.42,11
1483,2014-12-09 19:41:00,21.61,31.58,10
1484,2014-12-09 19:51:00,22.25,31.42,10
1485,2014-12-09 20:01:00,21.93,31.74,10
1487,2014-12-09 20:22:00,21.93,31.89,10
1488,2014-12-09 20:32:00,21.93,31.74,10
1490,2014-12-09 20:53:00,22.25,31.26,11
1491,2014-12-09 21:03:00,22.25,31.26,10
1492,2014-12-09 21:13:00,22.58,31.11,10
1494,2014-12-09 21:34:00,22.58,30.95,10
1495,2014-12-09 21:44:00,22.25,31.42,10
1496,2014-12-09 21:54:00,22.58,31.11,10
1497,2014-12-09 22:05:00,22.9,31.42,11
1498,2014-12-09 22:15:00,23.22,30.79,10
