ID,timestamp,timediff,X1,X2,X5,X7,X8
2622,11521,0,25.16,23.54,23.87,23.22,23.54
3990,11521,0,25.16,23.54,23.87,23.22,23.54
5353,11521,0,25.16,23.54,23.87,23.22,23.54
1368,11521,0,25.16,23.54,23.87,23.22,23.54
1,11523,0,25.16,23.54,23.87,23.22,23.54
2623,11531,10,24.83,23.54,23.54,22.9,23.22
1369,11531,10,24.83,23.54,23.54,22.9,23.22
3991,11531,10,24.83,23.54,23.54,22.9,23.22
5354,11532,11,24.83,23.54,23.54,22.9,23.22
2,11533,10,24.83,23.54,23.54,22.9,23.22
3992,11541,10,24.83,23.54,23.54,22.58,23.54
2624,11541,10,24.83,23.54,23.54,22.58,23.54
1370,11541,10,24.83,23.54,23.54,22.58,23.54
5355,11542,10,24.83,23.54,23.54,22.58,23.54
3,11543,10,24.83,23.54,23.54,22.58,23.54
1371,11552,11,24.83,23.54,23.619086670398318,23.02566470437952,23.36664183778975
4,11553,10,24.83,23.54,23.59311188881635,23.026476986299265,23.29682192474169
1372,11562,10,24.83,22.9,23.54,22.9,23.22
3994,11562,10,24.83,22.9,23.54,22.9,23.22
5357,11562,10,24.83,22.9,23.54,22.9,23.22
2626,11562,10,24.83,22.9,23.54,22.9,23.22
5,11564,11,24.83,22.9,23.54,22.9,23.22
1373,11572,10,24.51,23.22,23.54,23.22,23.22
3995,11572,10,24.51,23.22,23.54,23.22,23.22
2627,11572,10,24.51,23.22,23.54,23.22,23.22
5358,11573,11,24.51,23.22,23.54,23.22,23.22
6,11574,10,24.51,23.22,23.54,23.22,23.22
3996,11582,10,24.19,23.54,23.54,23.22,23.22
2628,11582,10,24.19,23.54,23.54,23.22,23.22
1374,11582,10,24.19,23.54,23.54,23.22,23.22
5359,11583,10,24.19,23.54,23.54,23.22,23.22
7,11584,10,24.19,23.54,23.54,23.22,23.22
5360,11593,10,24.19,23.54,23.54,22.9,23.54
1375,11593,11,24.19,23.54,23.54,22.9,23.54
2629,11593,11,24.19,23.54,23.54,22.9,23.54
3997,11593,11,24.19,23.54,23.54,22.9,23.54
8,11594,10,24.19,23.54,23.54,22.9,23.54
2630,11603,10,24.19,23.308538984929648,23.54,23.019337079398955,23.22
1376,11603,10,24.19,23.247787077845512,23.54,23.01077458286324,23.22
5361,11604,11,24.19,23.253988229219317,23.54,23.00830904145212,23.22
9,11605,11,24.19,23.30743523122888,23.54,23.0327725866647,23.22
2631,11613,10,24.323029704986578,23.54,23.54,23.22,23.40091311482273
3999,11613,10,24.341612297694518,23.54,23.54,23.22,23.43567605846942
1377,11613,10,24.338432113290633,23.54,23.54,23.22,23.439461652700405
10,11615,10,24.27063879762776,23.54,23.54,23.22,23.42546733897783
4000,11623,10,23.87,23.22,23.54,23.22,23.54
1378,11623,10,23.87,23.22,23.54,23.22,23.54
2632,11623,10,23.87,23.22,23.54,23.22,23.54
5363,11624,10,23.87,23.22,23.54,23.22,23.54
11,11625,10,23.87,23.22,23.54,23.22,23.54
4001,11634,11,23.87,23.22,23.22,23.22,23.54
5364,11634,10,23.87,23.22,23.22,23.22,23.54
1379,11634,11,23.87,23.22,23.22,23.22,23.54
2633,11634,11,23.87,23.22,23.22,23.22,23.54
12,11636,11,23.87,23.22,23.22,23.22,23.54
2634,11644,10,23.87,23.54,23.54,23.22,23.54
1380,11644,10,23.87,23.54,23.54,23.22,23.54
4002,11644,10,23.87,23.54,23.54,23.22,23.54
5365,11645,11,23.87,23.54,23.54,23.22,23.54
13,11646,10,23.87,23.54,23.54,23.22,23.54
2635,11654,10,23.87,23.22,23.54,23.015057436638465,23.22
1381,11654,10,23.87,23.22,23.54,22.995859759993163,23.22
5366,11655,10,23.87,23.22,23.54,23.00357317073875,23.22
14,11656,10,23.87,23.22,23.54,23.005644962764553,23.22
4004,11665,11,23.9647875255935,23.22,23.22,23.22,23.22
1382,11665,11,23.82742047786283,23.22,23.22,23.22,23.22
2636,11665,11,23.841174030845426,23.22,23.22,23.22,23.22
5367,11665,10,23.850155695959955,23.22,23.22,23.22,23.22
15,11666,10,23.85772943264135,23.22,23.22,23.22,23.22
5368,11675,10,23.54,23.22,23.22,22.58,23.22
1383,11675,10,23.54,23.22,23.22,22.58,23.22
4005,11675,10,23.54,23.22,23.22,22.58,23.22
2637,11675,10,23.54,23.22,23.22,22.58,23.22
16,11677,11,23.54,23.22,23.22,22.58,23.22
4006,11685,10,23.591596055009205,22.9,23.1566010335394,22.9,23.22
1384,11685,10,23.490894024639434,22.9,23.09075030656359,22.9,23.22
5369,11686,11,23.33789739363693,22.9,23.023467336373606,22.9,23.22
17,11687,10,23.266143559919428,22.9,22.982348748513992,22.9,23.22
4007,11695,10,23.22,22.58,22.9,22.9,23.22
1385,11695,10,23.22,22.58,22.9,22.9,23.22
2639,11695,10,23.22,22.58,22.9,22.9,23.22
